Release	Date	%+-YD	%+-LW	Days	google trends	Avg TD	Avg YD	Weekly	Weekly %+-YD	Weekly %+-LW	Avg Theatre	Avg per Theatre Avg	Avg To Date	Y	Week + 1
Tulsa	2020-08-31	143.8	-340.19999999999993	98.0	0.253344	7.571428571428571	7.571428571428571	41729.0	143.8	-340.19999999999993	126.57142857142857	57.714285714285715	179281.7142857143	2020-09-07	42650.0
The SpongeBob Movie: Sponge on the Run	2020-08-31	36.8	-53.7	69.0	0.6451612903225806	1.8571428571428568	1.2857142857142858	345000.0	36.8	-53.7	130.28571428571428	162.0	1366347.857142857	2020-09-07	225829.0
The New Mutants	2020-08-31	55.19999999999999	-156.20000000000005	49.0	1.62	1.0	1.0	4753312.0	55.19999999999999	-156.20000000000005	2558.5714285714284	258.7142857142857	9245235.42857143	2020-09-07	3539243.0
The Personal History of David Copperfield	2020-08-31	76.60000000000002	-77.4	49.0	0.23587199999999997	4.571428571428571	4.714285714285714	515111.0	76.60000000000002	-77.4	1441.4285714285709	49.28571428571429	713207.0	2020-09-07	414661.0
Bill & Ted Face the Music	2020-08-31	88.80000000000004	-81.00000000000001	49.0	0.11855999999999994	3.0	3.0	1142565.0	88.80000000000004	-81.00000000000001	983.8571428571428	167.85714285714286	1632204.2857142857	2020-09-07	539717.0
Bump Kowalski and the Ten Commandments	2020-08-31	0.0	0.0	50.0	0.0	1.4285714285714286	0.0	540.0	0.0	0.0	0.14285714285714285	77.14285714285714	348.42857142857144	2020-09-07	198.0
Tulsa	2020-09-07	186.0	50.90000000000001	147.0	0.133536	8.0	7.857142857142858	42650.0	186.0	50.90000000000001	86.7142857142857	68.14285714285714	222584.1428571429	2020-09-14	48372.0
The Broken Hearts Gallery	2020-09-07	-45.2	0.0	6.0	0.2550260869565217	1.2857142857142858	0.8571428571428571	1126401.0	-45.2	0.0	946.7142857142856	72.57142857142857	350772.71428571426	2020-09-14	1282815.0
Rent-A-Pal	2020-09-07	-39.5	0.0	6.0	0.0	4.714285714285714	3.1428571428571432	19650.0	-39.5	0.0	24.0	49.85714285714285	6137.0	2020-09-14	4498.0
Killer Raccoons! 2! Dark Christmas in the Dark!	2020-09-07	0.0	0.0	39.0	0.0	1.5714285714285714	0.0	167.0	0.0	0.0	0.14285714285714285	23.857142857142854	1730.857142857143	2020-09-14	0.0
The Eight Hundred	2020-09-07	-52.80000000000001	-338.6	98.0	0.178464	7.142857142857142	7.0	67253.0	-52.80000000000001	-338.6	89.42857142857143	110.71428571428572	291288.85714285716	2020-09-14	13811.0
The SpongeBob Movie: Sponge on the Run	2020-09-07	89.9	-107.6	90.0	0.6666666666666667	2.4285714285714284	1.8571428571428568	225829.0	89.9	-107.6	114.42857142857143	120.42857142857143	1662609.8571428568	2020-09-14	272658.0
In the Life of Music	2020-09-07	0.0	0.0	25.0	0.0	1.4285714285714286	0.0	253.0	0.0	0.0	0.14285714285714285	36.142857142857146	683.4285714285714	2020-09-14	0.0
The New Mutants	2020-09-07	51.80000000000002	-161.0	98.0	1.32	1.0	1.0	3539243.0	51.80000000000002	-161.0	2732.5714285714284	185.14285714285717	13628574.285714285	2020-09-14	2220235.0
The Personal History of David Copperfield	2020-09-07	-18.899999999999984	-29.100000000000016	98.0	0.16348800000000002	5.142857142857143	4.857142857142857	414661.0	-18.899999999999984	-29.100000000000016	1401.2857142857142	42.857142857142854	1232665.142857143	2020-09-14	220681.0
Bump Kowalski and the Ten Commandments	2020-09-07	0.0	0.0	62.0	0.0	1.8571428571428568	0.0	198.0	0.0	0.0	0.14285714285714285	28.285714285714285	376.71428571428567	2020-09-14	0.0
The Burnt Orange Heresy	2020-09-07	0.0	0.0	186.0	0.0	1.2857142857142858	0.0	430.0	0.0	0.0	1.0	8.714285714285714	20185.85714285714	2020-09-14	0.0
Guest Artist	2020-09-07	0.0	0.0	60.0	0.0	1.7142857142857142	0.0	144.0	0.0	0.0	0.14285714285714285	20.571428571428573	1367.5714285714287	2020-09-14	0.0
Bill & Ted Face the Music	2020-09-07	-26.39999999999999	-322.4000000000001	98.0	0.082368	3.571428571428572	3.2857142857142856	539717.0	-26.39999999999999	-322.4000000000001	890.4285714285713	88.2857142857143	2536969.1428571427	2020-09-14	310174.0
She Dies Tomorrow	2020-09-07	-40.0	0.0	132.0	0.015724800000000004	4.0	2.5714285714285716	26914.0	-40.0	0.0	1.2857142857142858	1281.4285714285713	108360.85714285713	2020-09-14	39179.0
Words on Bathroom Walls	2020-09-07	55.9	-51.20000000000001	147.0	0.29328000000000004	5.142857142857143	5.142857142857143	407307.0	55.9	-51.20000000000001	1097.2857142857142	54.0	1752856.1428571432	2020-09-14	246859.0
My Brothers' Crossing	2020-09-07	-23.499999999999986	-141.2	56.0	0.0	9.571428571428571	9.142857142857142	19994.0	-23.499999999999986	-141.2	71.85714285714286	39.42857142857143	30543.714285714286	2020-09-14	9664.0
Unhinged	2020-09-07	89.4	9.900000000000006	196.0	2.42	2.0	2.0	2403341.0	89.4	9.900000000000006	2386.142857142857	143.71428571428572	12633840.285714285	2020-09-14	1852498.0
Words on Bathroom Walls	2020-09-14	36.89999999999999	-240.90000000000003	196.0	0.190944	6.142857142857142	5.857142857142858	246859.0	36.89999999999999	-240.90000000000003	914.7142857142856	40.0	2063266.8571428568	2020-09-21	154109.0
Bill & Ted Face the Music	2020-09-14	43.1	-284.2	147.0	0.028704	4.714285714285714	4.428571428571429	310174.0	43.1	-284.2	721.2857142857142	65.42857142857143	2942743.2857142864	2020-09-21	152400.0
The Eight Hundred	2020-09-14	-27.00000000000001	-241.6	78.0	0.097344	4.857142857142857	4.857142857142857	13811.0	-27.00000000000001	-241.6	28.857142857142854	38.42857142857143	186482.57142857145	2020-09-21	0.0
No Escape	2020-09-14	-55.8	0.0	6.0	0.24336	4.285714285714286	2.7142857142857144	79182.0	-55.8	0.0	19.285714285714285	251.14285714285717	25240.857142857134	2020-09-21	48024.0
Infidel	2020-09-14	-37.6	0.0	6.0	4.138461538461538	0.8571428571428571	0.5714285714285714	1384296.0	-37.6	0.0	738.8571428571429	114.57142857142857	423786.4285714286	2020-09-21	1306439.0
The Way I See It	2020-09-14	11.700000000000005	0.0	6.0	0.028704	5.857142857142858	4.0	25150.0	11.700000000000005	0.0	53.14285714285714	28.714285714285715	7229.2857142857165	2020-09-21	19365.0
The Nest	2020-09-14	-23.6	0.0	6.0	0.6988800000000001	4.571428571428571	3.1428571428571432	65540.0	-23.6	0.0	129.0	31.0	19683.14285714286	2020-09-21	23666.0
The Secrets We Keep	2020-09-14	130.5	0.0	15.0	0.27705599999999997	6.0	4.714285714285714	112273.0	130.5	0.0	201.85714285714286	26.42857142857143	41264.71428571428	2020-09-21	69349.0
My Brothers' Crossing	2020-09-14	1.7000000000000028	-350.79999999999984	105.0	0.0	13.142857142857142	12.571428571428573	9664.0	1.7000000000000028	-350.79999999999984	64.14285714285714	22.142857142857146	44577.714285714275	2020-09-21	4915.0
The SpongeBob Movie: Sponge on the Run	2020-09-14	228.1	-21.7	245.0	0.9032258064516128	6.0	5.857142857142858	272658.0	228.1	-21.7	264.42857142857144	148.0	4075803.857142857	2020-09-21	198932.0
Unhinged	2020-09-14	133.5	-143.1	245.0	1.7000000000000002	2.142857142857143	2.0	1852498.0	133.5	-143.1	2347.428571428572	112.71428571428572	14669113.714285715	2020-09-21	1461974.0
Rent-A-Pal	2020-09-14	-53.89999999999999	0.0	22.0	0.0	6.571428571428571	6.7142857142857135	4498.0	-53.89999999999999	0.0	32.0	11.285714285714285	12789.857142857143	2020-09-21	0.0
Foster Boy	2020-09-14	-29.0	0.0	6.0	0.015724800000000004	6.7142857142857135	4.571428571428571	5324.0	-29.0	0.0	0.42857142857142855	760.5714285714287	1652.5714285714291	2020-09-21	12234.0
The Broken Hearts Gallery	2020-09-14	68.19999999999999	-83.5	49.0	0.4598608695652174	3.2857142857142856	3.1428571428571432	1282815.0	68.19999999999999	-83.5	2214.1428571428573	82.0	1744167.4285714286	2020-09-21	860404.0
Tulsa	2020-09-14	488.6	60.50000000000001	196.0	0.15849599999999994	10.714285714285714	10.285714285714286	48372.0	488.6	60.50000000000001	111.0	55.28571428571429	262089.42857142852	2020-09-21	51006.0
She Dies Tomorrow	2020-09-14	157.29999999999995	-2.799999999999999	343.0	0.0323232	10.714285714285714	10.142857142857142	39179.0	157.29999999999995	-2.799999999999999	3.0	1865.2857142857144	278459.71428571426	2020-09-21	26350.0
The New Mutants	2020-09-14	-35.3	-183.3	126.0	0.95	1.0	0.8571428571428571	2220235.0	-35.3	-183.3	2238.0	123.28571428571428	14059477.857142854	2020-09-21	1742824.0
The Personal History of David Copperfield	2020-09-14	-40.7	-223.1	126.0	0.086112	5.428571428571429	4.714285714285714	220681.0	-40.7	-223.1	947.1428571428572	29.0	1304015.2857142857	2020-09-21	130798.0
The Nest	2020-09-21	-12.700000000000005	0.0	22.0	0.5879466666666666	5.7142857142857135	5.857142857142858	23666.0	-12.700000000000005	0.0	172.0	11.0	45433.714285714275	2020-09-28	0.0
Draupadi Unleashed	2020-09-21	704.0	0.0	10.0	0.0	11.0	8.428571428571429	7343.0	704.0	0.0	8.571428571428571	69.71428571428571	1887.2857142857144	2020-09-28	768.0
The New Mutants	2020-09-21	100.59999999999998	-161.5	196.0	0.96	1.2857142857142858	1.2857142857142858	1742824.0	100.59999999999998	-161.5	2426.714285714286	104.42857142857143	18529402.57142857	2020-09-28	1471973.0
Dreaming Grand Avenue	2020-09-21	-16.099999999999998	0.0	6.0	0.0	9.857142857142858	6.571428571428571	876.0	-16.099999999999998	0.0	0.8571428571428571	62.42857142857143	2403.285714285714	2020-09-28	829.0
She Dies Tomorrow	2020-09-21	71.7	-160.5	392.0	0.0244608	15.714285714285715	14.857142857142858	26350.0	71.7	-160.5	2.5714285714285716	1621.2857142857142	313086.0	2020-09-28	15190.0
The Last Shift	2020-09-21	-47.2	0.0	6.0	0.210912	3.0	2.0	246491.0	-47.2	0.0	373.28571428571433	40.142857142857146	76586.28571428571	2020-09-28	258907.0
The Secrets We Keep	2020-09-21	35.50000000000001	-246.1	63.0	0.17971199999999998	11.714285714285715	10.857142857142858	69349.0	35.50000000000001	-246.1	461.57142857142856	21.142857142857142	145780.2857142857	2020-09-28	22837.0
Foster Boy	2020-09-21	787.7	270.6	49.0	0.0834288	17.285714285714285	16.428571428571427	12234.0	787.7	270.6	7.0	412.57142857142856	10257.857142857143	2020-09-28	2305.0
On the Basis of Sex2020 Re-release	2020-09-21	-0.3000000000000007	0.0	6.0	0.42	5.571428571428571	3.8571428571428568	56210.0	-0.3000000000000007	0.0	355.28571428571433	9.571428571428571	16299.285714285714	2020-09-28	25940.0
The Personal History of David Copperfield	2020-09-21	-36.8	-254.1	196.0	0.094848	9.428571428571429	8.285714285714286	130798.0	-36.8	-254.1	794.8571428571429	26.0	1727196.4285714286	2020-09-28	60467.0
No Escape	2020-09-21	39.1	-188.6	49.0	0.4667520000000001	13.571428571428573	12.714285714285715	48024.0	39.1	-188.6	42.42857142857143	165.0	104108.14285714287	2020-09-28	18824.0
Bill & Ted Face the Music	2020-09-21	-39.2	-320.3	196.0	0.01872	8.285714285714286	7.428571428571429	152400.0	-39.2	-320.3	498.1428571428572	47.85714285714285	3201141.1428571427	2020-09-28	65935.0
The Broken Hearts Gallery	2020-09-21	29.800000000000008	-209.9	98.0	0.3961043478260871	4.428571428571429	4.285714285714286	860404.0	29.800000000000008	-209.9	2186.714285714286	56.14285714285714	2836906.8571428573	2020-09-28	465117.0
The SpongeBob Movie: Sponge on the Run	2020-09-21	178.09999999999997	-151.1	294.0	1.021505376344086	8.714285714285714	8.142857142857142	198932.0	178.09999999999997	-151.1	256.2857142857143	112.0	4321045.714285715	2020-09-28	137208.0
Shortcut	2020-09-21	-31.5	0.0	6.0	0.65	2.5714285714285716	1.7142857142857142	279125.0	-31.5	0.0	310.7142857142857	55.0	85032.14285714286	2020-09-28	376070.0
Words on Bathroom Walls	2020-09-21	-2.8000000000000043	-238.0	245.0	0.11855999999999997	8.428571428571429	8.0	154109.0	-2.8000000000000043	-238.0	664.1428571428571	36.142857142857146	2271162.714285714	2020-09-28	99931.0
Infidel	2020-09-21	31.8	-132.7	49.0	4.015384615384615	2.7142857142857144	2.4285714285714284	1306439.0	31.8	-132.7	1793.0	102.42857142857143	2040544.8571428568	2020-09-28	741680.0
Tulsa	2020-09-21	158.90000000000003	257.20000000000005	245.0	0.219648	13.714285714285715	13.142857142857142	51006.0	158.90000000000003	257.20000000000005	143.14285714285714	49.0	313861.0	2020-09-28	37678.0
The Way I See It	2020-09-21	-40.300000000000026	-206.5	49.0	0.094848	16.142857142857142	15.285714285714285	19365.0	-40.300000000000026	-206.5	106.85714285714286	26.142857142857146	36370.71428571428	2020-09-28	4515.0
Star Wars: Episode V - The Empire Strikes Back2020 Re-release	2020-09-21	-40.1	0.0	237.0	1.2289156626506024	1.0	0.5714285714285714	908000.0	-40.1	0.0	898.7142857142858	61.714285714285715	713428.5714285716	2020-09-28	335000.0
Ava	2020-09-21	-48.3	0.0	6.0	2.12	4.0	2.5714285714285716	170349.0	-48.3	0.0	95.14285714285714	109.42857142857143	53164.571428571435	2020-09-28	165711.0
My Brothers' Crossing	2020-09-21	30.70000000000001	-213.6	134.0	0.0	15.857142857142858	12.714285714285715	4915.0	30.70000000000001	-213.6	30.0	36.0	44355.142857142855	2020-09-28	3317.0
Unhinged	2020-09-21	96.2	-125.6	294.0	1.82	2.7142857142857144	2.8571428571428568	1461974.0	96.2	-125.6	2263.142857142857	93.14285714285714	16365460.857142854	2020-09-28	1222582.0
Kajillionaire	2020-09-21	-48.3	0.0	6.0	0.204672	3.4285714285714284	2.2857142857142856	215675.0	-48.3	0.0	226.7142857142857	58.0	67170.71428571429	2020-09-28	193730.0
No Escape	2020-09-28	152.7	-413.1	98.0	0.325728	18.285714285714285	17.857142857142858	18824.0	152.7	-413.1	43.714285714285715	58.85714285714285	135956.0	2020-10-05	10594.0
Star Wars: Episode V - The Empire Strikes Back2020 Re-release	2020-09-28	17.9	-187.3	258.0	1.3975903614457832	2.142857142857143	1.4285714285714286	335000.0	17.9	-187.3	717.8571428571429	28.285714285714285	920571.4285714284	2020-10-05	145000.0
Save Yourselves!	2020-09-28	-19.3	0.0	6.0	0.0	4.428571428571429	2.8571428571428568	142694.0	-19.3	0.0	166.28571428571428	52.28571428571429	42710.57142857143	2020-10-05	113701.0
Shortcut	2020-09-28	26.20000000000001	-74.19999999999997	49.0	0.55	6.285714285714287	6.0	376070.0	26.20000000000001	-74.19999999999997	695.0	78.57142857142857	471743.5714285714	2020-10-05	103773.0
Hocus Pocus2020 Re-release	2020-09-28	-19.2	0.0	6.0	1.2999999999999998	0.42857142857142855	0.2857142857142857	1925000.0	-19.2	0.0	1101.4285714285713	106.71428571428572	582142.8571428572	2020-10-05	1161000.0
Possessor	2020-09-28	-24.0	0.0	6.0	0.248352	3.0	2.0	252664.0	-24.0	0.0	137.14285714285714	112.71428571428572	76810.85714285714	2020-10-05	264534.0
On the Basis of Sex2020 Re-release	2020-09-28	-57.0	0.0	22.0	0.14	7.428571428571429	7.2857142857142865	25940.0	-57.0	0.0	473.71428571428567	4.142857142857143	41437.142857142855	2020-10-05	0.0
The Call	2020-09-28	32.4	0.0	6.0	1.4310344827586206	4.285714285714286	3.0	138237.0	32.4	0.0	83.57142857142857	101.0	39293.42857142857	2020-10-05	139081.0
Infidel	2020-09-28	36.80000000000001	-310.0	98.0	1.7692307692307694	3.4285714285714284	3.4285714285714284	741680.0	36.80000000000001	-310.0	1845.142857142857	57.714285714285715	3049623.1428571427	2020-10-05	387576.0
The Last Shift	2020-09-28	5.999999999999992	-123.4	49.0	0.258336	7.7142857142857135	7.2857142857142865	258907.0	5.999999999999992	-123.4	877.4285714285713	41.57142857142857	380963.2857142858	2020-10-05	102433.0
She Dies Tomorrow	2020-09-28	56.9	-281.9000000000001	441.0	0.0318864	18.428571428571427	18.285714285714285	15190.0	56.9	-281.9000000000001	1.5714285714285714	1767.7142857142858	333527.5714285714	2020-10-05	18968.0
My Brothers' Crossing	2020-09-28	99.0	-176.70000000000005	203.0	0.0	21.571428571428577	21.428571428571427	3317.0	99.0	-176.70000000000005	12.428571428571427	44.0	56007.0	2020-10-05	1343.0
Kajillionaire	2020-09-28	-4.399999999999999	-149.29999999999995	49.0	0.225888	9.714285714285714	9.0	193730.0	-4.399999999999999	-149.29999999999995	536.7142857142857	50.85714285714285	316101.4285714286	2020-10-05	82645.0
The Broken Hearts Gallery	2020-09-28	25.20000000000001	-323.9000000000001	147.0	0.31878260869565217	4.857142857142857	4.714285714285714	465117.0	25.20000000000001	-323.9000000000001	2123.428571428572	30.857142857142854	3500262.7142857136	2020-10-05	214015.0
The New Mutants	2020-09-28	132.5	-134.4	245.0	0.79	1.4285714285714286	1.2857142857142858	1471973.0	132.5	-134.4	2240.285714285714	95.28571428571428	20124002.14285714	2020-10-05	1055664.0
Ava	2020-09-28	107.7	-90.8	49.0	2.43	10.142857142857142	9.571428571428571	165711.0	107.7	-90.8	234.85714285714286	97.14285714285714	242563.57142857145	2020-10-05	86490.0
The SpongeBob Movie: Sponge on the Run	2020-09-28	270.8	-243.4	343.0	1.0	11.571428571428573	11.142857142857142	137208.0	270.8	-243.4	230.0	88.0	4490857.571428572	2020-10-05	75090.0
Draupadi Unleashed	2020-09-28	-42.6	-21.5	26.0	0.0	12.0	11.428571428571427	768.0	-42.6	-21.5	8.571428571428571	7.0	4460.0	2020-10-05	0.0
Dreaming Grand Avenue	2020-09-28	191.3	-246.7	49.0	0.0	22.714285714285715	22.57142857142857	829.0	191.3	-246.7	2.0	59.0	6371.7142857142835	2020-10-05	101.0
Bill & Ted Face the Music	2020-09-28	-38.6	-392.4	245.0	0.0	13.142857142857142	12.571428571428573	65935.0	-38.6	-392.4	290.42857142857144	34.714285714285715	3306743.0	2020-10-05	87855.0
Tulsa	2020-09-28	82.2	-118.9	294.0	0.1872000000000001	16.428571428571427	16.0	37678.0	82.2	-118.9	139.42857142857142	40.285714285714285	361182.7142857143	2020-10-05	19676.0
The Secrets We Keep	2020-09-28	-133.79999999999998	-404.5	112.0	0.092352	17.285714285714285	16.285714285714285	22837.0	-133.79999999999998	-404.5	449.0	6.7142857142857135	197342.1428571429	2020-10-05	2212.0
Unhinged	2020-09-28	114.5	-134.2	343.0	1.45	2.4285714285714284	2.2857142857142856	1222582.0	114.5	-134.2	2113.8571428571427	83.85714285714286	17697337.285714287	2020-10-05	996172.0
The Way I See It	2020-09-28	-6.400000000000002	-241.8	50.0	0.06115200000000001	10.0	10.142857142857142	4515.0	-6.400000000000002	-241.8	48.0	7.2857142857142865	26902.857142857134	2020-10-05	0.0
Words on Bathroom Walls	2020-09-28	6.1999999999999975	-248.1	294.0	0.16099199999999994	11.571428571428573	11.0	99931.0	6.1999999999999975	-248.1	412.8571428571428	37.57142857142857	2394515.0	2020-10-05	60919.0
The Personal History of David Copperfield	2020-09-28	8.900000000000006	-371.9	245.0	0.017472	14.428571428571427	14.142857142857142	60467.0	8.900000000000006	-371.9	414.71428571428567	23.57142857142857	1814874.0	2020-10-05	21712.0
Foster Boy	2020-09-28	-132.0	-254.0	98.0	0.069888	21.428571428571427	20.857142857142858	2305.0	-132.0	-254.0	1.0	329.2857142857143	19275.14285714286	2020-10-05	10.0
A Call to Spy	2020-09-28	-59.3	0.0	6.0	0.165984	7.2857142857142865	4.714285714285714	35098.0	-59.3	0.0	32.142857142857146	66.71428571428571	11170.142857142857	2020-10-05	44250.0
The Call	2020-10-05	47.4	-105.7	49.0	2.137931034482759	9.571428571428571	9.428571428571429	139081.0	47.4	-105.7	195.0	101.57142857142857	202503.57142857145	2020-10-12	88555.0
Coco	2020-10-05	-22.4	0.0	3162.0	1.6521739130434785	1.8571428571428568	1.1428571428571428	603000.0	-22.4	0.0	813.8571428571429	45.14285714285714	90063292.14285715	2020-10-12	131000.0
Save Yourselves!	2020-10-05	-53.10000000000001	-193.8	49.0	0.0	10.571428571428571	10.0	113701.0	-53.10000000000001	-193.8	370.0	43.57142857142857	207291.7142857143	2020-10-12	39664.0
The Wolf of Snow Hollow	2020-10-05	-31.8	0.0	6.0	0.165984	4.857142857142857	3.0	91943.0	-31.8	0.0	48.0	117.14285714285714	28152.42857142857	2020-10-12	76665.0
Kajillionaire	2020-10-05	-43.3	-390.8	98.0	0.117312	13.142857142857142	12.428571428571427	82645.0	-43.3	-390.8	427.0	31.57142857142857	455403.5714285714	2020-10-12	31940.0
Pray: The Story of Patrick Peyton	2020-10-05	-18.6	0.0	6.0	0.127296	9.0	6.142857142857142	24397.0	-18.6	0.0	18.714285714285715	79.42857142857143	7364.857142857143	2020-10-12	20385.0
Yellow Rose	2020-10-05	1.2000000000000028	0.0	6.0	0.2964	3.2857142857142856	2.2857142857142856	150330.0	1.2000000000000028	0.0	385.71428571428567	23.714285714285715	52251.28571428573	2020-10-12	140059.0
Possessor	2020-10-05	16.900000000000006	-119.8	49.0	0.369408	6.142857142857142	5.857142857142858	264534.0	16.900000000000006	-119.8	312.7142857142857	121.42857142857143	387074.7142857143	2020-10-12	143954.0
Bill & Ted Face the Music	2020-10-05	377.1	210.6	294.0	0.017472	13.571428571428573	14.285714285714285	87855.0	377.1	210.6	164.14285714285714	105.42857142857143	3370156.7142857136	2020-10-12	12352.0
She Dies Tomorrow	2020-10-05	213.8	95.9	490.0	0.023587200000000003	21.142857142857142	20.714285714285715	18968.0	213.8	95.9	1.4285714285714286	1692.142857142857	349295.85714285716	2020-10-12	15482.0
Star Wars: Episode V - The Empire Strikes Back2020 Re-release	2020-10-05	3.799999999999997	-169.10000000000005	279.0	1.2530120481927711	3.7142857142857135	2.5714285714285716	145000.0	3.799999999999997	-169.10000000000005	353.57142857142856	25.0	1009857.1428571428	2020-10-12	79000.0
Tulsa	2020-10-05	50.3	-305.4	343.0	0.14976	20.714285714285715	19.857142857142858	19676.0	50.3	-305.4	104.14285714285714	27.857142857142854	391175.7142857143	2020-10-12	7685.0
Shortcut	2020-10-05	12.499999999999993	-502.30000000000007	98.0	0.5499999999999999	11.428571428571427	10.571428571428571	103773.0	12.499999999999993	-502.30000000000007	254.0	58.714285714285715	709150.2857142857	2020-10-12	28879.0
Ava	2020-10-05	-14.800000000000004	-247.2	98.0	1.94	13.0	12.571428571428573	86490.0	-14.800000000000004	-247.2	218.57142857142856	60.0	380947.85714285716	2020-10-12	39759.0
Infidel	2020-10-05	-3.500000000000004	-304.2	147.0	1.0923076923076924	4.285714285714286	4.0	387576.0	-3.500000000000004	-304.2	1435.0	44.57142857142857	3635775.7142857136	2020-10-12	150540.0
Unhinged	2020-10-05	118.9	-122.0	392.0	1.49	2.8571428571428568	2.7142857142857144	996172.0	118.9	-122.0	1845.142857142857	82.14285714285714	18821893.85714286	2020-10-12	661309.0
My Brothers' Crossing	2020-10-05	-115.9	-321.6	252.0	0.0	24.57142857142857	23.857142857142854	1343.0	-115.9	-321.6	6.428571428571429	36.42857142857143	58562.28571428573	2020-10-12	306.0
A Call to Spy	2020-10-05	145.8	-48.3	49.0	0.12979200000000002	17.428571428571427	16.857142857142858	44250.0	145.8	-48.3	76.71428571428571	81.14285714285714	55793.142857142855	2020-10-12	23932.0
